CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
100683F8      _DAQmxGetDevCITrigUsage@8                     NIDAQmx_CG.obj
10068450      _DAQmxGetDevCISampClkSupported@8              NIDAQmx_CG.obj
100684A8      _DAQmxGetDevCISampModes@12                    NIDAQmx_CG.obj
10068500      _DAQmxGetDevCIMaxSize@8                       NIDAQmx_CG.obj
10068588      _DAQmxGetDevCIMaxTimebase@8                   NIDAQmx_CG.obj
100685E0      _DAQmxGetDevCOPhysicalChans@12                NIDAQmx_CG.obj
10068638      _DAQmxGetDevCOSupportedOutputTypes@12         NIDAQmx_CG.obj
10068690      _DAQmxGetDevCOSampClkSupported@8              NIDAQmx_CG.obj
100686E8      _DAQmxGetDevCOSampModes@12                    NIDAQmx_CG.obj
10068740      _DAQmxGetDevCOTrigUsage@8                     NIDAQmx_CG.obj
10068798      _DAQmxGetDevCOMaxSize@8                       NIDAQmx_CG.obj
10068820      _DAQmxGetDevCOMaxTimebase@8                   NIDAQmx_CG.obj
10068878      _DAQmxGetDevTEDSHWTEDSSupported@8             NIDAQmx_CG.obj
100688D0      _DAQmxGetDevNumDMAChans@8                     NIDAQmx_CG.obj
10068928      _DAQmxGetDevBusType@8                         NIDAQmx_CG.obj
100689B0      _DAQmxGetDevPCIBusNum@8                       NIDAQmx_CG.obj
10068A38      _DAQmxGetDevPCIDevNum@8                       NIDAQmx_CG.obj
10068AC0      _DAQmxGetDevPXIChassisNum@8                   NIDAQmx_CG.obj
10068B18      _DAQmxGetDevPXISlotNum@8                      NIDAQmx_CG.obj
10068BA0      _DAQmxGetDevCompactDAQChassisDevName@12       NIDAQmx_CG.obj
10068BF8      _DAQmxGetDevCompactDAQSlotNum@8               NIDAQmx_CG.obj
10068C50      _DAQmxGetDevTCPIPHostname@12                  NIDAQmx_CG.obj
10068CA8      _DAQmxGetDevTCPIPEthernetIP@12                NIDAQmx_CG.obj
10068D00      _DAQmxGetDevTCPIPWirelessIP@12                NIDAQmx_CG.obj
10068D58      _DAQmxGetDevTerminals@12                      NIDAQmx_CG.obj
10068DE0      _DAQmxGetReadRelativeTo@8                     NIDAQmx_CG.obj
10068E38      _DAQmxSetReadRelativeTo@8                     NIDAQmx_CG.obj
10068E90      _DAQmxResetReadRelativeTo@4                   NIDAQmx_CG.obj
10068EE8      _DAQmxGetReadOffset@8                         NIDAQmx_CG.obj
10068F70      _DAQmxSetReadOffset@8                         NIDAQmx_CG.obj
10068FF8      _DAQmxResetReadOffset@4                       NIDAQmx_CG.obj
10069080      _DAQmxGetReadChannelsToRead@12                NIDAQmx_CG.obj
100690D8      _DAQmxSetReadChannelsToRead@8                 NIDAQmx_CG.obj
10069130      _DAQmxResetReadChannelsToRead@4               NIDAQmx_CG.obj
10069188      _DAQmxGetReadReadAllAvailSamp@8               NIDAQmx_CG.obj
100691E0      _DAQmxSetReadReadAllAvailSamp@8               NIDAQmx_CG.obj
10069238      _DAQmxResetReadReadAllAvailSamp@4             NIDAQmx_CG.obj
10069290      _DAQmxGetReadAutoStart@8                      NIDAQmx_CG.obj
10069318      _DAQmxSetReadAutoStart@8                      NIDAQmx_CG.obj
100693A0      _DAQmxResetReadAutoStart@4                    NIDAQmx_CG.obj
10069428      _DAQmxGetReadOverWrite@8                      NIDAQmx_CG.obj
100694B0      _DAQmxSetReadOverWrite@8                      NIDAQmx_CG.obj
10069538      _DAQmxResetReadOverWrite@4                    NIDAQmx_CG.obj
100695C0      _DAQmxGetLoggingFilePath@12                   NIDAQmx_CG.obj
10069648      _DAQmxSetLoggingFilePath@8                    NIDAQmx_CG.obj
100696D0      _DAQmxResetLoggingFilePath@4                  NIDAQmx_CG.obj
10069728      _DAQmxGetLoggingMode@8                        NIDAQmx_CG.obj
100697A8      _DAQmxSetLoggingMode@8                        NIDAQmx_CG.obj
10069828      _DAQmxResetLoggingMode@4                      NIDAQmx_CG.obj
100698B0      _DAQmxGetLoggingTDMSGroupName@12              NIDAQmx_CG.obj
10069908      _DAQmxSetLoggingTDMSGroupName@8               NIDAQmx_CG.obj
10069960      _DAQmxResetLoggingTDMSGroupName@4             NIDAQmx_CG.obj
100699B8      _DAQmxGetLoggingTDMSOperation@8               NIDAQmx_CG.obj
10069A10      _DAQmxSetLoggingTDMSOperation@8               NIDAQmx_CG.obj
10069A68      _DAQmxResetLoggingTDMSOperation@4             NIDAQmx_CG.obj
10069AC0      _DAQmxGetLoggingPause@8                       NIDAQmx_CG.obj
10069B48      _DAQmxSetLoggingPause@8                       NIDAQmx_CG.obj
10069BD0      _DAQmxResetLoggingPause@4                     NIDAQmx_CG.obj
10069C28      _DAQmxGetLoggingSampsPerFile@8                NIDAQmx_CG.obj
10069C80      _DAQmxSetLoggingSampsPerFile@12               NIDAQmx_CG.obj
10069CE8      _DAQmxResetLoggingSampsPerFile@4              NIDAQmx_CG.obj
10069D40      _DAQmxGetLoggingFileWriteSize@8               NIDAQmx_CG.obj
10069D98      _DAQmxSetLoggingFileWriteSize@8               NIDAQmx_CG.obj
10069DF0      _DAQmxResetLoggingFileWriteSize@4             NIDAQmx_CG.obj
10069E48      _DAQmxGetLoggingFilePreallocationSize@8       NIDAQmx_CG.obj
10069EA0      _DAQmxSetLoggingFilePreallocationSize@12      NIDAQmx_CG.obj
10069F08      _DAQmxResetLoggingFilePreallocationSize@4      NIDAQmx_CG.obj
10069F60      _DAQmxGetReadCurrReadPos@8                    NIDAQmx_CG.obj
10069FE8      _DAQmxGetReadAvailSampPerChan@8               NIDAQmx_CG.obj
1006A040      _DAQmxGetReadTotalSampPerChanAcquired@8       NIDAQmx_CG.obj
1006A098      _DAQmxGetReadCommonModeRangeErrorChansExist@8      NIDAQmx_CG.obj
1006A0F0      _DAQmxGetReadCommonModeRangeErrorChans@12      NIDAQmx_CG.obj
1006A148      _DAQmxGetReadExcitFaultChansExist@8           NIDAQmx_CG.obj
1006A1A0      _DAQmxGetReadExcitFaultChans@12               NIDAQmx_CG.obj
1006A1F8      _DAQmxGetReadOvercurrentChansExist@8          NIDAQmx_CG.obj
1006A250      _DAQmxGetReadOvercurrentChans@12              NIDAQmx_CG.obj
1006A2A8      _DAQmxGetReadOvertemperatureChansExist@8      NIDAQmx_CG.obj
1006A300      _DAQmxGetReadOvertemperatureChans@12          NIDAQmx_CG.obj
1006A358      _DAQmxGetReadOpenCurrentLoopChansExist@8      NIDAQmx_CG.obj
1006A3B0      _DAQmxGetReadOpenCurrentLoopChans@12          NIDAQmx_CG.obj
1006A408      _DAQmxGetReadOpenThrmcplChansExist@8          NIDAQmx_CG.obj
1006A460      _DAQmxGetReadOpenThrmcplChans@12              NIDAQmx_CG.obj
1006A4B8      _DAQmxGetReadOverloadedChansExist@8           NIDAQmx_CG.obj
1006A510      _DAQmxGetReadOverloadedChans@12               NIDAQmx_CG.obj
1006A568      _DAQmxGetReadAccessoryInsertionOrRemovalDetected@8      NIDAQmx_CG.obj
1006A5C0      _DAQmxGetReadDevsWithInsertedOrRemovedAccessories@12      NIDAQmx_CG.obj
1006A618      _DAQmxGetReadChangeDetectHasOverflowed@8      NIDAQmx_CG.obj
1006A670      _DAQmxGetReadRawDataWidth@8                   NIDAQmx_CG.obj
1006A6C8      _DAQmxGetReadNumChans@8                       NIDAQmx_CG.obj
1006A750      _DAQmxGetReadDigitalLinesBytesPerChan@8       NIDAQmx_CG.obj
1006A7A8      _DAQmxGetReadWaitMode@8                       NIDAQmx_CG.obj
1006A830      _DAQmxSetReadWaitMode@8                       NIDAQmx_CG.obj
1006A8B8      _DAQmxResetReadWaitMode@4                     NIDAQmx_CG.obj
1006A910      _DAQmxGetReadSleepTime@8                      NIDAQmx_CG.obj
1006A998      _DAQmxSetReadSleepTime@12                     NIDAQmx_CG.obj
1006AA38      _DAQmxResetReadSleepTime@4                    NIDAQmx_CG.obj
1006AAC0      _DAQmxGetRealTimeConvLateErrorsToWarnings@8      NIDAQmx_CG.obj
1006AB18      _DAQmxSetRealTimeConvLateErrorsToWarnings@8      NIDAQmx_CG.obj
1006AB70      _DAQmxResetRealTimeConvLateErrorsToWarnings@4      NIDAQmx_CG.obj
1006ABC8      _DAQmxGetRealTimeNumOfWarmupIters@8           NIDAQmx_CG.obj
1006AC20      _DAQmxSetRealTimeNumOfWarmupIters@8           NIDAQmx_CG.obj
1006AC78      _DAQmxResetRealTimeNumOfWarmupIters@4         NIDAQmx_CG.obj
1006ACD0      _DAQmxGetRealTimeWaitForNextSampClkWaitMode@8      NIDAQmx_CG.obj
1006AD28      _DAQmxSetRealTimeWaitForNextSampClkWaitMode@8      NIDAQmx_CG.obj
1006AD80      _DAQmxResetRealTimeWaitForNextSampClkWaitMode@4      NIDAQmx_CG.obj
1006ADD8      _DAQmxGetRealTimeReportMissedSamp@8           NIDAQmx_CG.obj
1006AE30      _DAQmxSetRealTimeReportMissedSamp@8           NIDAQmx_CG.obj
1006AE88      _DAQmxResetRealTimeReportMissedSamp@4         NIDAQmx_CG.obj
1006AEE0      _DAQmxGetRealTimeWriteRecoveryMode@8          NIDAQmx_CG.obj
1006AF38      _DAQmxSetRealTimeWriteRecoveryMode@8          NIDAQmx_CG.obj
1006AF90      _DAQmxResetRealTimeWriteRecoveryMode@4        NIDAQmx_CG.obj
1006AFE8      _DAQmxGetSwitchChanUsage@8                    NIDAQmx_CG.obj
1006B070      _DAQmxSetSwitchChanUsage@8                    NIDAQmx_CG.obj
1006B0F8      _DAQmxGetSwitchChanAnlgBusSharingEnable@8      NIDAQmx_CG.obj
1006B150      _DAQmxSetSwitchChanAnlgBusSharingEnable@8      NIDAQmx_CG.obj
1006B1A8      _DAQmxGetSwitchChanMaxACCarryCurrent@8        NIDAQmx_CG.obj
1006B200      _DAQmxGetSwitchChanMaxACSwitchCurrent@8       NIDAQmx_CG.obj
1006B258      _DAQmxGetSwitchChanMaxACCarryPwr@8            NIDAQmx_CG.obj
1006B2B0      _DAQmxGetSwitchChanMaxACSwitchPwr@8           NIDAQmx_CG.obj
1006B308      _DAQmxGetSwitchChanMaxDCCarryCurrent@8        NIDAQmx_CG.obj
1006B360      _DAQmxGetSwitchChanMaxDCSwitchCurrent@8       NIDAQmx_CG.obj
1006B3B8      _DAQmxGetSwitchChanMaxDCCarryPwr@8            NIDAQmx_CG.obj
1006B410      _DAQmxGetSwitchChanMaxDCSwitchPwr@8           NIDAQmx_CG.obj
1006B468      _DAQmxGetSwitchChanMaxACVoltage@8             NIDAQmx_CG.obj
1006B4C0      _DAQmxGetSwitchChanMaxDCVoltage@8             NIDAQmx_CG.obj
1006B518      _DAQmxGetSwitchChanWireMode@8                 NIDAQmx_CG.obj
1006B570      _DAQmxGetSwitchChanBandwidth@8                NIDAQmx_CG.obj
1006B5C8      _DAQmxGetSwitchChanImpedance@8                NIDAQmx_CG.obj
1006B620      _DAQmxGetSwitchDevSettlingTime@8              NIDAQmx_CG.obj
1006B678      _DAQmxSetSwitchDevSettlingTime@12             NIDAQmx_CG.obj
1006B6E8      _DAQmxGetSwitchDevAutoConnAnlgBus@8           NIDAQmx_CG.obj
1006B740      _DAQmxSetSwitchDevAutoConnAnlgBus@8           NIDAQmx_CG.obj
1006B798      _DAQmxGetSwitchDevPwrDownLatchRelaysAfterSettling@8      NIDAQmx_CG.obj
1006B7F0      _DAQmxSetSwitchDevPwrDownLatchRelaysAfterSettling@8      NIDAQmx_CG.obj
1006B848      _DAQmxGetSwitchDevSettled@8                   NIDAQmx_CG.obj
1006B8A0      _DAQmxGetSwitchDevRelayList@12                NIDAQmx_CG.obj
1006B8F8      _DAQmxGetSwitchDevNumRelays@8                 NIDAQmx_CG.obj
1006B950      _DAQmxGetSwitchDevSwitchChanList@12           NIDAQmx_CG.obj
1006B9A8      _DAQmxGetSwitchDevNumSwitchChans@8            NIDAQmx_CG.obj
1006BA00      _DAQmxGetSwitchDevNumRows@8                   NIDAQmx_CG.obj
1006BA58      _DAQmxGetSwitchDevNumColumns@8                NIDAQmx_CG.obj
1006BAB0      _DAQmxGetSwitchDevTopology@12                 NIDAQmx_CG.obj
1006BB08      _DAQmxGetSwitchDevTemperature@8               NIDAQmx_CG.obj
1006BB60      _DAQmxGetSwitchScanBreakMode@8                NIDAQmx_CG.obj
1006BBB8      _DAQmxSetSwitchScanBreakMode@8                NIDAQmx_CG.obj
1006BC10      _DAQmxResetSwitchScanBreakMode@4              NIDAQmx_CG.obj
1006BC68      _DAQmxGetSwitchScanRepeatMode@8               NIDAQmx_CG.obj
1006BCC0      _DAQmxSetSwitchScanRepeatMode@8               NIDAQmx_CG.obj
1006BD18      _DAQmxResetSwitchScanRepeatMode@4             NIDAQmx_CG.obj
1006BD70      _DAQmxGetSwitchScanWaitingForAdv@8            NIDAQmx_CG.obj
1006BDC8      _DAQmxGetScaleDescr@12                        NIDAQmx_CG.obj
1006BE50      _DAQmxSetScaleDescr@8                         NIDAQmx_CG.obj
1006BED8      _DAQmxGetScaleScaledUnits@12                  NIDAQmx_CG.obj
1006BF30      _DAQmxSetScaleScaledUnits@8                   NIDAQmx_CG.obj
1006BF88      _DAQmxGetScalePreScaledUnits@8                NIDAQmx_CG.obj
1006BFE0      _DAQmxSetScalePreScaledUnits@8                NIDAQmx_CG.obj
1006C038      _DAQmxGetScaleType@8                          NIDAQmx_CG.obj
1006C0B8      _DAQmxGetScaleLinSlope@8                      NIDAQmx_CG.obj
1006C140      _DAQmxSetScaleLinSlope@12                     NIDAQmx_CG.obj
1006C1E0      _DAQmxGetScaleLinYIntercept@8                 NIDAQmx_CG.obj
1006C238      _DAQmxSetScaleLinYIntercept@12                NIDAQmx_CG.obj
1006C2A8      _DAQmxGetScaleMapScaledMax@8                  NIDAQmx_CG.obj
1006C300      _DAQmxSetScaleMapScaledMax@12                 NIDAQmx_CG.obj
1006C370      _DAQmxGetScaleMapPreScaledMax@8               NIDAQmx_CG.obj
1006C3C8      _DAQmxSetScaleMapPreScaledMax@12              NIDAQmx_CG.obj
1006C430      _DAQmxGetScaleMapScaledMin@8                  NIDAQmx_CG.obj
1006C488      _DAQmxSetScaleMapScaledMin@12                 NIDAQmx_CG.obj
1006C4F8      _DAQmxGetScaleMapPreScaledMin@8               NIDAQmx_CG.obj
1006C550      _DAQmxSetScaleMapPreScaledMin@12              NIDAQmx_CG.obj
1006C5B8      _DAQmxGetScalePolyForwardCoeff@12             NIDAQmx_CG.obj
1006C610      _DAQmxSetScalePolyForwardCoeff@12             NIDAQmx_CG.obj
1006C668      _DAQmxGetScalePolyReverseCoeff@12             NIDAQmx_CG.obj
1006C6C0      _DAQmxSetScalePolyReverseCoeff@12             NIDAQmx_CG.obj
1006C718      _DAQmxGetScaleTableScaledVals@12              NIDAQmx_CG.obj
1006C770      _DAQmxSetScaleTableScaledVals@12              NIDAQmx_CG.obj
1006C7C8      _DAQmxGetScaleTablePreScaledVals@12           NIDAQmx_CG.obj
1006C820      _DAQmxSetScaleTablePreScaledVals@12           NIDAQmx_CG.obj
1006C878      _DAQmxGetSysGlobalChans@8                     NIDAQmx_CG.obj
1006C8D0      _DAQmxGetSysScales@8                          NIDAQmx_CG.obj
1006C950      _DAQmxGetSysTasks@8                           NIDAQmx_CG.obj
1006C9D0      _DAQmxGetSysDevNames@8                        NIDAQmx_CG.obj
1006CA50      _DAQmxGetSysNIDAQMajorVersion@4               NIDAQmx_CG.obj
1006CAA8      _DAQmxGetSysNIDAQMinorVersion@4               NIDAQmx_CG.obj
1006CB00      _DAQmxGetSysNIDAQUpdateVersion@4              NIDAQmx_CG.obj
1006CB58      _DAQmxGetTaskName@12                          NIDAQmx_CG.obj
1006CBD8      _DAQmxGetTaskChannels@12                      NIDAQmx_CG.obj
1006CC60      _DAQmxGetTaskNumChans@8                       NIDAQmx_CG.obj
1006CCE8      _DAQmxGetTaskDevices@12                       NIDAQmx_CG.obj
1006CD68      _DAQmxGetTaskNumDevices@8                     NIDAQmx_CG.obj
1006CDC0      _DAQmxGetTaskComplete@8                       NIDAQmx_CG.obj
1006CE48      _DAQmxGetSampQuantSampMode@8                  NIDAQmx_CG.obj
1006CEA0      _DAQmxSetSampQuantSampMode@8                  NIDAQmx_CG.obj
1006CEF8      _DAQmxResetSampQuantSampMode@4                NIDAQmx_CG.obj
1006CF50      _DAQmxGetSampQuantSampPerChan@8               NIDAQmx_CG.obj
1006CFA8      _DAQmxSetSampQuantSampPerChan@12              NIDAQmx_CG.obj
1006D010      _DAQmxResetSampQuantSampPerChan@4             NIDAQmx_CG.obj
1006D068      _DAQmxGetSampTimingType@8                     NIDAQmx_CG.obj
1006D0C0      _DAQmxSetSampTimingType@8                     NIDAQmx_CG.obj
1006D118      _DAQmxResetSampTimingType@4                   NIDAQmx_CG.obj
1006D170      _DAQmxGetSampClkRate@8                        NIDAQmx_CG.obj
1006D1F0      _DAQmxSetSampClkRate@12                       NIDAQmx_CG.obj
1006D280      _DAQmxResetSampClkRate@4                      NIDAQmx_CG.obj
1006D308      _DAQmxGetSampClkMaxRate@8                     NIDAQmx_CG.obj
1006D360      _DAQmxGetSampClkSrc@12                        NIDAQmx_CG.obj
1006D3E8      _DAQmxSetSampClkSrc@8                         NIDAQmx_CG.obj
1006D470      _DAQmxResetSampClkSrc@4                       NIDAQmx_CG.obj
1006D4F8      _DAQmxGetSampClkActiveEdge@8                  NIDAQmx_CG.obj
1006D550      _DAQmxSetSampClkActiveEdge@8                  NIDAQmx_CG.obj
1006D5A8      _DAQmxResetSampClkActiveEdge@4                NIDAQmx_CG.obj
1006D600      _DAQmxGetSampClkOverrunBehavior@8             NIDAQmx_CG.obj
1006D658      _DAQmxSetSampClkOverrunBehavior@8             NIDAQmx_CG.obj
1006D6B0      _DAQmxResetSampClkOverrunBehavior@4           NIDAQmx_CG.obj
1006D708      _DAQmxGetSampClkUnderflowBehavior@8           NIDAQmx_CG.obj
1006D760      _DAQmxSetSampClkUnderflowBehavior@8           NIDAQmx_CG.obj
1006D7B8      _DAQmxResetSampClkUnderflowBehavior@4         NIDAQmx_CG.obj
1006D810      _DAQmxGetSampClkTimebaseDiv@8                 NIDAQmx_CG.obj
1006D868      _DAQmxSetSampClkTimebaseDiv@8                 NIDAQmx_CG.obj
1006D8C0      _DAQmxResetSampClkTimebaseDiv@4               NIDAQmx_CG.obj
1006D918      _DAQmxGetSampClkTerm@12                       NIDAQmx_CG.obj
1006D998      _DAQmxGetSampClkTimebaseRate@8                NIDAQmx_CG.obj
1006D9F0      _DAQmxSetSampClkTimebaseRate@12               NIDAQmx_CG.obj
1006DA58      _DAQmxResetSampClkTimebaseRate@4              NIDAQmx_CG.obj
1006DAB0      _DAQmxGetSampClkTimebaseSrc@12                NIDAQmx_CG.obj
1006DB08      _DAQmxSetSampClkTimebaseSrc@8                 NIDAQmx_CG.obj
1006DB60      _DAQmxResetSampClkTimebaseSrc@4               NIDAQmx_CG.obj
1006DBB8      _DAQmxGetSampClkTimebaseActiveEdge@8          NIDAQmx_CG.obj
1006DC10      _DAQmxSetSampClkTimebaseActiveEdge@8          NIDAQmx_CG.obj
1006DC68      _DAQmxResetSampClkTimebaseActiveEdge@4        NIDAQmx_CG.obj
1006DCC0      _DAQmxGetSampClkTimebaseMasterTimebaseDiv@8      NIDAQmx_CG.obj
1006DD18      _DAQmxSetSampClkTimebaseMasterTimebaseDiv@8      NIDAQmx_CG.obj
1006DD70      _DAQmxResetSampClkTimebaseMasterTimebaseDiv@4      NIDAQmx_CG.obj
1006DDC8      _DAQmxGetSampClkTimebaseTerm@12               NIDAQmx_CG.obj
1006DE20      _DAQmxGetSampClkDigFltrEnable@8               NIDAQmx_CG.obj
1006DE78      _DAQmxSetSampClkDigFltrEnable@8               NIDAQmx_CG.obj
1006DED0      _DAQmxResetSampClkDigFltrEnable@4             NIDAQmx_CG.obj
1006DF28      _DAQmxGetSampClkDigFltrMinPulseWidth@8        NIDAQmx_CG.obj
1006DF80      _DAQmxSetSampClkDigFltrMinPulseWidth@12       NIDAQmx_CG.obj
1006DFE8      _DAQmxResetSampClkDigFltrMinPulseWidth@4      NIDAQmx_CG.obj
1006E040      _DAQmxGetSampClkDigFltrTimebaseSrc@12         NIDAQmx_CG.obj
1006E098      _DAQmxSetSampClkDigFltrTimebaseSrc@8          NIDAQmx_CG.obj
1006E0F0      _DAQmxResetSampClkDigFltrTimebaseSrc@4        NIDAQmx_CG.obj
1006E148      _DAQmxGetSampClkDigFltrTimebaseRate@8         NIDAQmx_CG.obj
1006E1A0      _DAQmxSetSampClkDigFltrTimebaseRate@12        NIDAQmx_CG.obj
1006E210      _DAQmxResetSampClkDigFltrTimebaseRate@4       NIDAQmx_CG.obj
1006E268      _DAQmxGetSampClkDigSyncEnable@8               NIDAQmx_CG.obj
1006E2C0      _DAQmxSetSampClkDigSyncEnable@8               NIDAQmx_CG.obj
1006E318      _DAQmxResetSampClkDigSyncEnable@4             NIDAQmx_CG.obj
1006E370      _DAQmxGetHshkDelayAfterXfer@8                 NIDAQmx_CG.obj
1006E3C8      _DAQmxSetHshkDelayAfterXfer@12                NIDAQmx_CG.obj
1006E438      _DAQmxResetHshkDelayAfterXfer@4               NIDAQmx_CG.obj
1006E490      _DAQmxGetHshkStartCond@8                      NIDAQmx_CG.obj
1006E518      _DAQmxSetHshkStartCond@8                      NIDAQmx_CG.obj
1006E5A0      _DAQmxResetHshkStartCond@4                    NIDAQmx_CG.obj
1006E628      _DAQmxGetHshkSampleInputDataWhen@8            NIDAQmx_CG.obj
1006E680      _DAQmxSetHshkSampleInputDataWhen@8            NIDAQmx_CG.obj
1006E6D8      _DAQmxResetHshkSampleInputDataWhen@4          NIDAQmx_CG.obj
1006E730      _DAQmxGetChangeDetectDIRisingEdgePhysicalChans@12      NIDAQmx_CG.obj
1006E788      _DAQmxSetChangeDetectDIRisingEdgePhysicalChans@8      NIDAQmx_CG.obj
1006E7E0      _DAQmxResetChangeDetectDIRisingEdgePhysicalChans@4      NIDAQmx_CG.obj
1006E838      _DAQmxGetChangeDetectDIFallingEdgePhysicalChans@12      NIDAQmx_CG.obj
1006E890      _DAQmxSetChangeDetectDIFallingEdgePhysicalChans@8      NIDAQmx_CG.obj
1006E8E8      _DAQmxResetChangeDetectDIFallingEdgePhysicalChans@4      NIDAQmx_CG.obj
1006E940      _DAQmxGetChangeDetectDITristate@8             NIDAQmx_CG.obj
1006E998      _DAQmxSetChangeDetectDITristate@8             NIDAQmx_CG.obj
1006E9F0      _DAQmxResetChangeDetectDITristate@4           NIDAQmx_CG.obj
1006EA48      _DAQmxGetOnDemandSimultaneousAOEnable@8       NIDAQmx_CG.obj
1006EAA0      _DAQmxSetOnDemandSimultaneousAOEnable@8       NIDAQmx_CG.obj
1006EAF8      _DAQmxResetOnDemandSimultaneousAOEnable@4      NIDAQmx_CG.obj
1006EB50      _DAQmxGetImplicitUnderflowBehavior@8          NIDAQmx_CG.obj
1006EBA8      _DAQmxSetImplicitUnderflowBehavior@8          NIDAQmx_CG.obj
1006EC00      _DAQmxResetImplicitUnderflowBehavior@4        NIDAQmx_CG.obj
1006EC58      _DAQmxGetAIConvRate@8                         NIDAQmx_CG.obj
1006ECE0      _DAQmxSetAIConvRate@12                        NIDAQmx_CG.obj
1006ED80      _DAQmxResetAIConvRate@4                       NIDAQmx_CG.obj
1006EE08      _DAQmxGetAIConvRateEx@12                      NIDAQmx_CG.obj
